Animal_ID,State,Sex,Age_months,Birth_Weight_kg,Current_Weight_kg,Body_Condition_Score,Frame_Score,Parity,Health_Status,Forage_Type,Dry_Matter_Intake_kg,Crude_Protein_pct,TDN_pct,Water_Intake_L,Mineral_Supplement,Energy_Balance,Avg_Temp_C,Annual_Rainfall_mm,Season,Humidity_pct,Heat_Stress_Index,Altitude_m,Veld_Condition,Herd_Size,Grazing_System,Vaccination_Status,Deworming,Housing_Type,Breeding_Method,Record_Keeping,Avg_Daily_Gain_kg,Calving_Rate_pct,Weaning_Weight_kg,Enteric_CH4_kg,Manure_CH4_kg,Total_CH4_kg,CH4_CO2e_kg,Direct_CO2_kg,N2O_CO2e_kg,Total_CO2e_excl_CH4_kg,Carbon_Seq_kg_CO2,GHG_Gross_CO2e_kg,GHG_Net_CO2e_kg,Carbon_Intensity_kgCO2e_per_kgGain,Intervention_Moringa,Intervention_Tannin,Intervention_Genetic,Intervention_Solar,Num_Interventions,Baseline_Enteric_CH4_kg,Baseline_Manure_CH4_kg,Baseline_Total_CH4_kg,Baseline_Direct_CO2_kg,Baseline_N2O_CO2e_kg,Baseline_Carbon_Seq_kg,Baseline_Gross_GHG_CO2e_kg,Baseline_Net_GHG_CO2e_kg,Baseline_Carbon_Intensity,Int_Enteric_CH4_kg,Int_Manure_CH4_kg,Int_Total_CH4_kg,Int_Direct_CO2_kg,Int_N2O_CO2e_kg,Int_Carbon_Seq_kg,Int_Gross_GHG_CO2e_kg,Int_Net_GHG_CO2e_kg,Int_ADG_kg,Int_Carbon_Intensity,Delta_CH4_kg,Delta_Net_GHG_CO2e_kg,Delta_Pct_Net_GHG_Reduction
BSM-0239,North West,Steer,19,26.7,151.6,4.4,8,0,Healthy,Improved Pasture,3.51,8.4,71.0,16.3,Yes,Positive,24.9,423,Autumn,52.1,82.0,1005,Good,42,Rotational,Up to date,Regular,Extensive,Natural mating,,0.976,,179.2,76.39,1.18,77.57,2171.96,342.49,114.73,457.22,900.0,2629.18,1729.18,4.85,No,No,Yes,No,1,76.39,1.18,77.57,342.49,114.73,900.0,2629.18,1729.18,4.85,65.575,1.18,66.755,317.446,114.73,927.01,2301.316,1374.306,0.976,3.858,10.815,354.874,20.52
BSM-0240,Limpopo,Cow,46,32.9,387.2,4.5,7,4,Mild Illness,Native Veld,9.73,10.1,54.4,31.0,No,Positive,24.1,530,Spring,37.5,79.1,830,Good,208,Strip,Up to date,Regular,Extensive,Natural mating,Manual,0.585,88.0,245.7,120.0,3.43,123.43,3456.04,156.2,382.39,538.59,900.0,3994.63,3094.63,14.49,Yes,Yes,No,No,2,120.0,3.43,123.43,156.2,382.39,900.0,3994.63,3094.63,14.49,83.905,3.43,87.335,156.2,307.322,900.0,2908.902,2008.902,0.6433,8.556,36.095,1085.728,35.08
BSM-0241,Free State,Steer,15,29.9,154.0,4.6,5,0,Healthy,Native Veld,3.19,10.0,69.0,14.7,Yes,Positive,18.1,527,Autumn,70.3,71.6,1481,Good,291,Continuous,Not vaccinated,Regular,Semi-intensive,Natural mating,,0.716,,233.2,81.67,4.31,85.98,2407.44,209.79,124.13,333.92,900.0,2741.36,1841.36,7.05,No,No,No,No,0,81.67,4.31,85.98,209.79,124.13,900.0,2741.36,1841.36,7.05,81.67,4.31,85.98,209.79,124.13,900.0,2741.36,1841.36,0.716,7.046,0.0,0.0,0.0
BSM-0242,Free State,Heifer,20,29.2,151.1,3.2,4,0,Healthy,Improved Pasture,2.9,7.4,57.1,13.6,No,Positive,19.5,432,Spring,53.0,72.4,1390,Good,46,Strip,Up to date,Regular,Extensive,Both,Digital,0.787,,187.3,64.34,1.83,66.17,1852.76,317.7,83.5,401.2,900.0,2253.96,1353.96,4.71,No,No,Yes,No,1,64.34,1.83,66.17,317.7,83.5,900.0,2253.96,1353.96,4.71,57.218,1.83,59.048,287.928,83.5,919.43,2024.772,1105.342,0.787,3.848,7.122,248.618,18.36
BSM-0243,Free State,Heifer,23,30.6,177.9,4.1,6,0,Healthy,Improved Pasture,4.19,12.4,71.8,20.8,No,Neutral,18.6,484,Spring,33.8,68.9,1784,Poor,229,Rotational,Up to date,Occasional,Intensive,Natural mating,Digital,1.25,,172.0,90.94,15.0,105.94,2966.32,395.94,202.17,598.11,168.19,3564.43,3396.24,7.44,No,No,No,No,0,90.94,15.0,105.94,395.94,202.17,168.19,3564.43,3396.24,7.44,90.94,15.0,105.94,395.94,202.17,168.19,3564.43,3396.24,1.25,7.444,0.0,0.0,0.0
BSM-0244,North West,Heifer,18,32.2,157.4,2.8,8,0,Healthy,Native Veld,3.35,14.7,53.5,16.5,Yes,Negative,18.8,520,Summer,66.0,72.4,1102,Fair,54,Rotational,Partial,Regular,Extensive,Natural mating,Digital,0.683,,194.9,83.47,1.19,84.66,2370.48,168.38,191.62,360.0,900.0,2730.48,1830.48,7.34,No,No,No,No,0,83.47,1.19,84.66,168.38,191.62,900.0,2730.48,1830.48,7.34,83.47,1.19,84.66,168.38,191.62,900.0,2730.48,1830.48,0.683,7.343,0.0,0.0,0.0
BSM-0245,Limpopo,Heifer,13,32.3,117.7,5.0,4,0,Healthy,Improved Pasture,2.64,10.4,61.4,12.2,Yes,Neutral,26.9,508,Spring,44.6,84.9,603,Fair,217,Continuous,Up to date,Regular,Extensive,AI,Digital,0.999,,185.5,59.59,0.9,60.49,1693.72,331.64,106.83,438.47,900.0,2132.19,1232.19,3.38,Yes,No,No,No,1,59.59,0.9,60.49,331.64,106.83,900.0,2132.19,1232.19,3.38,51.174,0.9,52.074,331.64,95.219,900.0,1884.931,984.931,1.0868,2.483,8.416,247.259,20.07
BSM-0246,Free State,Heifer,14,27.4,140.2,2.5,7,0,Healthy,Improved Pasture,3.43,13.7,67.4,8.8,Yes,Positive,22.2,390,Spring,32.4,75.2,1633,Good,193,Rotational,Up to date,Occasional,Semi-intensive,Both,Manual,0.535,,180.0,77.02,5.29,82.31,2304.68,352.44,182.85,535.29,900.0,2839.97,1939.97,9.93,No,No,No,No,0,77.02,5.29,82.31,352.44,182.85,900.0,2839.97,1939.97,9.93,77.02,5.29,82.31,352.44,182.85,900.0,2839.97,1939.97,0.535,9.935,0.0,0.0,0.0
BSM-0247,North West,Bull,38,30.4,355.0,2.0,4,0,Healthy,Native Veld,8.14,12.6,59.5,33.0,Yes,Positive,27.4,469,Winter,75.1,88.8,1247,Fair,237,Continuous,Not vaccinated,Occasional,Semi-intensive,Both,Digital,0.578,,148.5,120.0,10.34,130.34,3649.52,250.02,399.09,649.11,900.0,4298.63,3398.63,16.11,No,Yes,Yes,No,2,120.0,10.34,130.34,250.02,399.09,900.0,4298.63,3398.63,16.11,83.828,10.34,94.168,231.589,352.28,918.896,3220.573,2301.677,0.5748,10.971,36.172,1096.953,32.28
BSM-0248,Free State,Bull,114,32.8,983.1,2.4,6,0,Recovered,Improved Pasture,23.79,10.4,60.3,86.5,Yes,Positive,21.2,356,Summer,54.2,75.6,1652,Poor,75,Strip,Partial,Regular,Extensive,Both,Manual,1.013,,177.1,120.0,10.11,130.11,3643.08,346.91,962.72,1309.63,900.0,4952.71,4052.71,10.96,No,Yes,No,No,1,120.0,10.11,130.11,346.91,962.72,900.0,4952.71,4052.71,10.96,91.647,10.11,101.757,346.91,820.94,900.0,4017.046,3117.046,1.0054,8.494,28.353,935.664,23.09
BSM-0249,Free State,Steer,12,29.4,129.5,4.3,4,0,Recovered,Crop Residue,3.04,8.3,71.7,15.0,Yes,Positive,18.0,527,Winter,44.0,68.8,1692,Fair,171,Strip,Up to date,Occasional,Extensive,Natural mating,Digital,1.139,,162.2,74.68,0.87,75.55,2115.4,233.9,98.18,332.08,900.0,2447.48,1547.48,3.72,No,No,No,No,0,74.68,0.87,75.55,233.9,98.18,900.0,2447.48,1547.48,3.72,74.68,0.87,75.55,233.9,98.18,900.0,2447.48,1547.48,1.139,3.722,0.0,0.0,0.0
BSM-0250,Free State,Heifer,19,28.7,228.3,3.3,4,0,Healthy,Improved Pasture,5.8,13.4,59.4,17.2,No,Positive,16.3,401,Spring,65.8,67.9,1641,Good,57,Continuous,Up to date,Occasional,Semi-intensive,Both,Digital,0.808,,203.8,120.0,6.94,126.94,3554.32,352.15,302.42,654.57,900.0,4208.89,3308.89,11.22,No,No,Yes,No,1,120.0,6.94,126.94,352.15,302.42,900.0,4208.89,3308.89,11.22,107.881,6.94,114.821,319.537,302.42,944.192,3836.945,2892.753,0.808,9.809,12.119,416.137,12.58
BSM-0251,Limpopo,Heifer,19,25.2,189.3,3.3,4,0,Mild Illness,Native Veld,4.74,14.7,63.3,14.4,Yes,Neutral,23.1,585,Summer,74.3,81.0,627,Poor,217,Strip,Up to date,Regular,Extensive,AI,,0.669,,214.8,120.0,1.87,121.87,3412.36,185.54,271.12,456.66,680.81,3869.02,3188.21,13.06,Yes,No,Yes,No,2,120.0,1.87,121.87,185.54,271.12,680.81,3869.02,3188.21,13.06,89.503,1.87,91.373,171.126,245.244,708.067,2974.814,2266.747,0.718,8.649,30.497,921.463,28.9
BSM-0252,North West,Cow,39,30.0,387.9,4.9,4,2,Healthy,Native Veld,9.05,13.2,51.2,32.8,No,Positive,23.6,442,Spring,30.0,77.5,1006,Good,28,Rotational,Not vaccinated,Regular,Extensive,Both,,1.301,89.4,208.5,120.0,2.87,122.87,3440.36,168.48,464.83,633.31,900.0,4073.67,3173.67,6.68,No,No,No,Yes,1,120.0,2.87,122.87,168.48,464.83,900.0,4073.67,3173.67,6.68,120.0,2.87,122.87,45.084,464.83,927.113,3950.274,3023.161,1.301,6.366,0.0,150.509,4.74
BSM-0253,Free State,Bull,57,28.6,449.2,4.8,3,0,Healthy,Improved Pasture,11.14,7.2,68.5,33.5,No,Negative,17.3,324,Summer,64.4,69.6,1464,Fair,197,Strip,Not vaccinated,Occasional,Semi-intensive,Natural mating,Manual,0.449,,198.6,120.0,13.45,133.45,3736.6,356.04,312.1,668.14,900.0,4404.74,3504.74,21.39,No,Yes,No,No,1,120.0,13.45,133.45,356.04,312.1,900.0,4404.74,3504.74,21.39,98.817,13.45,112.267,356.04,280.624,900.0,3780.14,2880.14,0.4411,17.889,21.183,624.6,17.82
BSM-0254,Limpopo,Bull,89,29.0,867.0,2.9,8,0,Healthy,Mixed,23.18,8.9,64.3,58.7,No,Positive,30.4,548,Autumn,68.4,93.6,870,Good,195,Continuous,Partial,Regular,Extensive,Both,,1.093,,168.7,120.0,10.14,130.14,3643.92,256.66,802.74,1059.4,900.0,4703.32,3803.32,9.53,No,Yes,No,Yes,2,120.0,10.14,130.14,256.66,802.74,900.0,4703.32,3803.32,9.53,91.153,10.14,101.293,80.067,682.474,926.543,3598.745,2672.202,1.0768,6.799,28.847,1131.118,29.74
BSM-0255,Limpopo,Heifer,10,31.2,104.3,2.6,7,0,Healthy,Improved Pasture,2.33,7.6,58.9,11.6,Yes,Negative,27.5,497,Autumn,40.5,85.6,843,Fair,280,Rotational,Up to date,Regular,Intensive,Natural mating,Manual,1.059,,195.1,52.23,9.64,61.87,1732.36,500.0,68.9,568.9,349.96,2301.26,1951.3,5.05,Yes,No,No,No,1,52.23,9.64,61.87,500.0,68.9,349.96,2301.26,1951.3,5.05,46.161,9.64,55.801,500.0,61.01,349.96,2123.438,1773.478,1.1331,4.288,6.069,177.822,9.11
BSM-0256,North West,Cow,51,30.2,469.7,4.5,6,5,Healthy,Native Veld,10.39,12.1,50.4,43.9,Yes,Neutral,19.9,367,Summer,54.5,73.3,1187,Good,103,Rotational,Up to date,Occasional,Semi-intensive,AI,Manual,1.059,50.4,209.8,120.0,12.35,132.35,3705.8,196.01,489.19,685.2,900.0,4391.0,3491.0,9.03,No,No,No,Yes,1,120.0,12.35,132.35,196.01,489.19,900.0,4391.0,3491.0,9.03,120.0,12.35,132.35,62.777,489.19,928.32,4257.767,3329.447,1.059,8.614,0.0,161.553,4.63
BSM-0257,Free State,Cow,70,28.5,444.5,4.7,7,0,Healthy,Improved Pasture,11.4,13.8,63.0,49.6,Yes,Positive,23.0,422,Spring,34.5,76.9,1378,Fair,158,Continuous,Up to date,Regular,Intensive,Natural mating,,1.329,62.8,175.3,120.0,15.0,135.0,3780.0,488.94,612.15,1101.09,900.0,4881.09,3981.09,8.21,No,Yes,No,No,1,120.0,15.0,135.0,488.94,612.15,900.0,4881.09,3981.09,8.21,101.394,15.0,116.394,488.94,538.603,900.0,4286.575,3386.575,1.3052,7.109,18.606,594.515,14.93
BSM-0258,North West,Cow,62,25.7,537.2,3.6,3,3,Healthy,Mixed,12.8,8.0,50.3,59.0,Yes,Neutral,25.2,478,Summer,67.3,84.1,1017,Fair,261,Rotational,Up to date,Regular,Extensive,Natural mating,Digital,1.101,67.1,193.0,120.0,6.03,126.03,3528.84,279.58,398.45,678.03,900.0,4206.87,3306.87,8.23,No,No,No,No,0,120.0,6.03,126.03,279.58,398.45,900.0,4206.87,3306.87,8.23,120.0,6.03,126.03,279.58,398.45,900.0,4206.87,3306.87,1.101,8.229,0.0,0.0,0.0
BSM-0259,North West,Bull,93,32.9,640.8,3.9,3,0,Healthy,Native Veld,11.99,14.5,50.0,49.3,Yes,Neutral,27.0,474,Spring,72.4,87.8,1075,Good,174,Rotational,Up to date,Regular,Intensive,AI,Digital,0.632,,186.4,120.0,15.0,135.0,3780.0,300.15,676.49,976.64,900.0,4756.64,3856.64,16.72,No,Yes,No,No,1,120.0,15.0,135.0,300.15,676.49,900.0,4756.64,3856.64,16.72,93.356,15.0,108.356,300.15,575.628,900.0,3909.746,3009.746,0.6375,12.935,26.644,846.894,21.96
BSM-0260,Limpopo,Cow,96,34.3,937.1,2.8,3,4,Healthy,Mixed,25.23,12.0,63.6,87.0,No,Neutral,23.1,410,Autumn,35.4,77.1,669,Poor,240,Continuous,Up to date,Regular,Extensive,Natural mating,Manual,0.689,75.5,231.6,120.0,10.06,130.06,3641.68,223.82,1178.07,1401.89,363.13,5043.57,4680.44,18.61,Yes,No,No,No,1,120.0,10.06,130.06,223.82,1178.07,363.13,5043.57,4680.44,18.61,103.192,10.06,113.252,223.82,1042.462,363.13,4437.338,4074.208,0.7309,15.272,16.808,606.232,12.95
BSM-0261,North West,Cow,43,30.8,431.3,4.4,8,3,Healthy,Mixed,7.9,13.2,54.2,28.0,Yes,Neutral,23.1,413,Spring,70.8,80.7,1084,Good,154,Rotational,Up to date,Regular,Extensive,AI,Manual,0.73,67.2,211.3,120.0,2.18,122.18,3421.04,278.75,405.76,684.51,900.0,4105.55,3205.55,12.03,No,No,No,No,0,120.0,2.18,122.18,278.75,405.76,900.0,4105.55,3205.55,12.03,120.0,2.18,122.18,278.75,405.76,900.0,4105.55,3205.55,0.73,12.031,0.0,0.0,0.0
BSM-0262,Free State,Heifer,15,31.2,140.7,3.9,3,0,Mild Illness,Native Veld,3.59,15.7,54.2,16.2,Yes,Positive,14.4,497,Winter,68.6,64.8,1345,Poor,207,Strip,Not vaccinated,Regular,Extensive,AI,Digital,0.334,,205.2,96.15,1.11,97.26,2723.28,151.12,219.31,370.43,900.0,3093.71,2193.71,17.99,No,No,No,No,0,96.15,1.11,97.26,151.12,219.31,900.0,3093.71,2193.71,17.99,96.15,1.11,97.26,151.12,219.31,900.0,3093.71,2193.71,0.334,17.995,0.0,0.0,0.0
BSM-0263,Limpopo,Cow,95,32.0,1084.1,3.5,4,1,Healthy,Mixed,27.74,7.8,64.4,91.3,No,Neutral,28.3,539,Autumn,47.3,87.7,427,Good,197,Continuous,Up to date,Occasional,Extensive,AI,Digital,1.305,81.7,147.1,120.0,11.69,131.69,3687.32,235.82,841.93,1077.75,900.0,4765.07,3865.07,8.11,Yes,No,No,No,1,120.0,11.69,131.69,235.82,841.93,900.0,4765.07,3865.07,8.11,103.022,11.69,114.712,235.82,755.794,900.0,4203.55,3303.55,1.3805,6.556,16.978,561.52,14.53
BSM-0264,North West,Cow,110,36.7,869.5,2.2,7,0,Healthy,Native Veld,23.94,15.1,51.2,72.7,Yes,Negative,22.7,566,Winter,64.5,79.3,1237,Fair,86,Continuous,Up to date,Occasional,Extensive,Natural mating,Manual,0.381,82.8,194.3,120.0,10.12,130.12,3643.36,181.97,1406.61,1588.58,900.0,5231.94,4331.94,31.15,No,No,No,Yes,1,120.0,10.12,130.12,181.97,1406.61,900.0,5231.94,4331.94,31.15,120.0,10.12,130.12,33.653,1406.61,926.586,5083.623,4157.037,0.381,29.893,0.0,174.903,4.04
BSM-0265,Free State,Bull,86,27.3,507.3,4.7,5,0,Healthy,Crop Residue,9.41,8.1,56.9,39.7,Yes,Positive,17.3,381,Autumn,30.0,66.1,1440,Fair,88,Rotational,Up to date,Regular,Extensive,Both,Manual,1.07,,186.1,120.0,4.5,124.5,3486.0,223.86,296.58,520.44,900.0,4006.44,3106.44,7.95,No,Yes,No,No,1,120.0,4.5,124.5,223.86,296.58,900.0,4006.44,3106.44,7.95,92.329,4.5,96.829,223.86,247.54,900.0,3182.612,2282.612,1.0813,5.784,27.671,823.828,26.52
BSM-0266,Free State,Bull,90,30.8,645.6,3.8,6,0,Healthy,Improved Pasture,15.47,10.5,53.3,56.6,No,Positive,21.1,401,Autumn,76.6,77.6,1486,Good,96,Rotational,Up to date,,Extensive,AI,Manual,1.103,,185.9,120.0,6.83,126.83,3551.24,322.77,632.05,954.82,900.0,4506.06,3606.06,8.96,No,Yes,No,Yes,2,120.0,6.83,126.83,322.77,632.05,900.0,4506.06,3606.06,8.96,101.049,6.83,107.879,36.276,568.14,914.189,3625.028,2710.839,1.0724,6.926,18.951,895.221,24.83
BSM-0267,North West,Cow,27,26.8,200.5,2.6,3,6,Healthy,Improved Pasture,4.47,14.7,62.8,15.1,Yes,Negative,27.0,363,Winter,57.5,86.4,1029,Good,31,Rotational,Up to date,Regular,Extensive,Natural mating,,1.228,93.6,150.9,101.18,2.31,103.49,2897.72,313.5,255.68,569.18,900.0,3466.9,2566.9,5.73,No,No,No,No,0,101.18,2.31,103.49,313.5,255.68,900.0,3466.9,2566.9,5.73,101.18,2.31,103.49,313.5,255.68,900.0,3466.9,2566.9,1.228,5.727,0.0,0.0,0.0
BSM-0268,Free State,Cow,81,33.1,727.2,3.8,7,6,Healthy,Improved Pasture,15.49,15.2,64.6,60.0,Yes,Positive,15.6,323,Summer,61.0,66.2,1651,Fair,265,Rotational,Up to date,Regular,Semi-intensive,AI,Manual,0.909,91.1,162.8,120.0,15.0,135.0,3780.0,402.0,916.15,1318.15,900.0,5098.15,4198.15,12.65,No,No,No,No,0,120.0,15.0,135.0,402.0,916.15,900.0,5098.15,4198.15,12.65,120.0,15.0,135.0,402.0,916.15,900.0,5098.15,4198.15,0.909,12.653,0.0,0.0,0.0
BSM-0269,North West,Heifer,14,31.6,117.7,4.0,3,0,Mild Illness,Crop Residue,2.22,11.6,65.9,12.7,Yes,Neutral,26.5,594,Spring,63.2,86.0,1171,Poor,256,Continuous,Up to date,Regular,Extensive,Natural mating,Manual,1.098,,188.3,56.26,0.1,56.36,1578.08,232.55,100.2,332.75,729.18,1910.83,1181.65,2.95,No,No,No,No,0,56.26,0.1,56.36,232.55,100.2,729.18,1910.83,1181.65,2.95,56.26,0.1,56.36,232.55,100.2,729.18,1910.83,1181.65,1.098,2.948,0.0,0.0,0.0
BSM-0270,Limpopo,Cow,70,32.6,536.0,3.6,8,6,Healthy,Native Veld,12.66,12.3,55.6,59.0,No,Neutral,28.1,662,Autumn,58.1,88.4,457,Poor,271,Rotational,Up to date,Regular,Semi-intensive,Natural mating,,0.633,70.0,217.9,120.0,15.0,135.0,3780.0,191.71,605.92,797.63,194.34,4577.63,4383.29,18.97,Yes,No,No,No,1,120.0,15.0,135.0,191.71,605.92,194.34,4577.63,4383.29,18.97,96.714,15.0,111.714,191.71,550.057,194.34,3869.759,3675.419,0.6848,14.704,23.286,707.871,16.15
BSM-0271,Free State,Heifer,10,32.5,117.2,4.2,3,0,Mild Illness,Improved Pasture,2.67,13.4,52.0,9.2,Yes,Neutral,21.3,539,Spring,72.8,77.6,1617,Good,226,Rotational,Up to date,Regular,Semi-intensive,AI,,1.12,,175.2,59.88,3.1,62.98,1763.44,417.07,139.22,556.29,900.0,2319.73,1419.73,3.47,No,No,Yes,No,1,59.88,3.1,62.98,417.07,139.22,900.0,2319.73,1419.73,3.47,52.742,3.1,55.842,393.091,139.22,942.949,2095.887,1152.938,1.12,2.82,7.138,266.792,18.79
BSM-0272,Free State,Steer,15,35.0,158.1,3.7,3,0,Healthy,Native Veld,3.01,14.5,51.7,13.9,Yes,Positive,21.8,335,Autumn,60.5,77.3,1531,Good,127,Strip,Up to date,Regular,Intensive,AI,Manual,0.678,,180.0,81.43,12.87,94.3,2640.4,262.14,169.83,431.97,900.0,3072.37,2172.37,8.78,No,No,No,Yes,1,81.43,12.87,94.3,262.14,169.83,900.0,3072.37,2172.37,8.78,81.43,12.87,94.3,79.154,169.83,918.447,2889.384,1970.937,0.678,7.964,0.0,201.433,9.27
BSM-0273,Free State,Heifer,13,33.6,137.4,4.8,3,0,Healthy,Native Veld,3.31,8.1,59.4,15.4,Yes,Positive,23.6,348,Spring,75.4,82.0,1241,Fair,228,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,1.293,,234.5,89.93,0.3,90.23,2526.44,175.66,104.32,279.98,900.0,2806.42,1906.42,4.04,No,No,No,No,0,89.93,0.3,90.23,175.66,104.32,900.0,2806.42,1906.42,4.04,89.93,0.3,90.23,175.66,104.32,900.0,2806.42,1906.42,1.293,4.039,0.0,0.0,0.0
BSM-0274,Free State,Bull,44,34.5,394.8,2.2,3,0,Healthy,Native Veld,10.02,14.3,70.8,24.9,Yes,Positive,19.0,381,Autumn,59.1,72.1,1755,Fair,132,Continuous,Up to date,Regular,Intensive,Natural mating,Manual,0.48,,182.6,120.0,15.0,135.0,3780.0,263.07,557.54,820.61,408.26,4600.61,4192.35,23.93,No,Yes,No,No,1,120.0,15.0,135.0,263.07,557.54,408.26,4600.61,4192.35,23.93,101.719,15.0,116.719,263.07,475.518,408.26,4006.72,3598.46,0.4747,20.768,18.281,593.89,14.17
BSM-0275,North West,Cow,80,28.8,624.3,2.3,6,7,Healthy,Improved Pasture,16.03,11.3,54.8,70.8,Yes,Neutral,27.9,469,Summer,38.6,86.1,966,Poor,34,Rotational,Up to date,Occasional,Semi-intensive,Both,Manual,0.647,76.7,186.8,120.0,15.0,135.0,3780.0,364.27,704.83,1069.1,705.24,4849.1,4143.86,17.55,No,No,No,No,0,120.0,15.0,135.0,364.27,704.83,705.24,4849.1,4143.86,17.55,120.0,15.0,135.0,364.27,704.83,705.24,4849.1,4143.86,0.647,17.547,0.0,0.0,0.0
BSM-0276,North West,Bull,76,35.6,460.8,2.5,7,0,Healthy,Native Veld,12.47,11.1,55.6,33.7,Yes,Neutral,22.6,543,Autumn,75.7,80.2,1014,Good,102,Continuous,Up to date,Occasional,Intensive,Natural mating,Digital,0.849,,187.1,120.0,15.0,135.0,3780.0,273.59,538.6,812.19,900.0,4592.19,3692.19,11.91,No,Yes,No,No,1,120.0,15.0,135.0,273.59,538.6,900.0,4592.19,3692.19,11.91,91.5,15.0,106.5,273.59,452.76,900.0,3708.35,2808.35,0.8378,9.184,28.5,883.84,23.94
BSM-0277,Free State,Cow,69,29.8,540.7,4.1,8,0,Healthy,Native Veld,11.95,10.8,52.2,54.5,Yes,Neutral,20.8,401,Summer,64.1,75.8,1583,Fair,84,Rotational,Up to date,Occasional,Extensive,Natural mating,Manual,1.153,88.4,156.4,120.0,4.09,124.09,3474.52,174.38,502.19,676.57,900.0,4151.09,3251.09,7.73,No,Yes,No,No,1,120.0,4.09,124.09,174.38,502.19,900.0,4151.09,3251.09,7.73,98.383,4.09,102.473,174.38,431.492,900.0,3475.116,2575.116,1.1351,6.215,21.617,675.974,20.79
BSM-0278,North West,Steer,20,30.0,204.1,3.9,3,0,Healthy,Native Veld,5.62,11.6,63.3,19.4,Yes,Neutral,25.9,373,Autumn,65.0,85.1,1187,Fair,22,Continuous,Up to date,Regular,Semi-intensive,Both,Digital,1.124,,204.3,120.0,7.21,127.21,3561.88,198.64,253.67,452.31,900.0,4014.19,3114.19,7.59,No,No,No,No,0,120.0,7.21,127.21,198.64,253.67,900.0,4014.19,3114.19,7.59,120.0,7.21,127.21,198.64,253.67,900.0,4014.19,3114.19,1.124,7.591,0.0,0.0,0.0
BSM-0279,Free State,Bull,99,32.8,804.5,4.7,3,0,Healthy,Native Veld,21.44,15.5,65.0,75.0,Yes,Positive,18.4,305,Spring,79.3,73.1,1487,Good,255,Continuous,Up to date,Regular,Semi-intensive,Natural mating,Digital,0.532,,173.7,120.0,15.0,135.0,3780.0,229.98,1293.09,1523.07,900.0,5303.07,4403.07,22.68,No,Yes,No,No,1,120.0,15.0,135.0,229.98,1293.09,900.0,5303.07,4403.07,22.68,92.899,15.0,107.899,229.98,1122.6,900.0,4373.752,3473.752,0.5167,18.419,27.101,929.318,21.11
BSM-0280,Free State,Cow,40,32.9,376.4,4.2,3,3,Healthy,Improved Pasture,7.89,11.9,64.1,42.0,Yes,Positive,22.6,508,Winter,33.8,76.1,1232,Fair,148,Rotational,Partial,Regular,Extensive,AI,Manual,0.459,56.7,189.2,120.0,3.09,123.09,3446.52,311.5,365.34,676.84,900.0,4123.36,3223.36,19.24,No,No,Yes,No,1,120.0,3.09,123.09,311.5,365.34,900.0,4123.36,3223.36,19.24,105.417,3.09,108.507,284.067,365.34,928.507,3687.603,2759.096,0.459,16.469,14.583,464.264,14.4
BSM-0281,Free State,Heifer,11,28.8,107.1,3.5,3,0,Healthy,Mixed,2.1,15.6,68.9,7.1,Yes,Negative,14.5,367,Autumn,51.4,63.2,1294,Good,266,Rotational,Up to date,Regular,Semi-intensive,Natural mating,,0.634,,201.1,47.47,1.36,48.83,1367.24,288.87,127.47,416.34,900.0,1783.58,883.58,3.82,No,No,No,No,0,47.47,1.36,48.83,288.87,127.47,900.0,1783.58,883.58,3.82,47.47,1.36,48.83,288.87,127.47,900.0,1783.58,883.58,0.634,3.818,0.0,0.0,0.0
BSM-0282,Limpopo,Heifer,9,31.5,116.9,5.0,4,0,Mild Illness,Native Veld,2.61,8.6,60.7,9.4,Yes,Positive,23.6,659,Autumn,42.0,78.7,751,Fair,254,Rotational,Up to date,Occasional,Semi-intensive,AI,Digital,0.832,,238.6,67.61,3.71,71.32,1996.96,209.47,87.34,296.81,900.0,2293.77,1393.77,4.59,No,No,No,No,0,67.61,3.71,71.32,209.47,87.34,900.0,2293.77,1393.77,4.59,67.61,3.71,71.32,209.47,87.34,900.0,2293.77,1393.77,0.832,4.59,0.0,0.0,0.0
BSM-0283,North West,Cow,100,36.5,536.5,2.8,4,2,Healthy,Mixed,11.81,13.5,53.0,49.5,Yes,Positive,19.1,476,Summer,61.5,72.5,1146,Fair,49,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Digital,0.893,59.5,157.1,120.0,14.24,134.24,3758.72,340.45,620.38,960.83,900.0,4719.55,3819.55,11.72,No,No,No,No,0,120.0,14.24,134.24,340.45,620.38,900.0,4719.55,3819.55,11.72,120.0,14.24,134.24,340.45,620.38,900.0,4719.55,3819.55,0.893,11.718,0.0,0.0,0.0
BSM-0284,Limpopo,Bull,102,27.6,865.2,4.5,5,0,Healthy,Crop Residue,20.55,14.3,56.4,94.0,No,Positive,23.6,638,Spring,70.3,81.5,418,Good,90,Rotational,Up to date,Regular,Extensive,Both,Manual,0.772,,211.6,120.0,8.41,128.41,3595.48,234.36,1143.46,1377.82,900.0,4973.3,4073.3,14.46,Yes,Yes,Yes,No,3,120.0,8.41,128.41,234.36,1143.46,900.0,4973.3,4073.3,14.46,72.567,8.41,80.977,222.545,883.455,929.282,3373.356,2444.074,0.8167,8.199,47.433,1629.226,40.0
